id,name,national_dex_number,category,types,hp,attack,defense,sp_atk,sp_def,speed,evolution_prev,evolution_next,abilities,image_path,gender_ratio,created_at,form_image_paths
546,Cottonee,546,Cotton Puff Pokémon,"[""Grass"", ""Fairy""]",40,27,60,37,50,66,,Whimsicott,"[{""name"": ""Prankster"", ""is_hidden"": false}, {""name"": ""Infiltrator"", ""is_hidden"": false}, {""name"": ""Chlorophyll"", ""is_hidden"": true}]",images/Cottonee.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
547,Whimsicott,547,Windveiled Pokémon,"[""Grass"", ""Fairy""]",60,67,85,77,75,116,Cottonee,,"[{""name"": ""Prankster"", ""is_hidden"": false}, {""name"": ""Infiltrator"", ""is_hidden"": false}, {""name"": ""Chlorophyll"", ""is_hidden"": true}]",images/Whimsicott.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
548,Petilil,548,Bulb Pokémon,"[""Grass""]",45,35,50,70,50,30,,Lilligant,"[{""name"": ""Chlorophyll"", ""is_hidden"": false}, {""name"": ""Own Tempo"", ""is_hidden"": false}, {""name"": ""Leaf Guard"", ""is_hidden"": true}]",images/Petilil.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
549,Lilligant,549,Flowering PokémonSpinning Pokémon,"[""Grass"", ""Fighting""]",70,60,75,110,75,90,Petilil,Lilligant (Hisuian),"[{""name"": ""Chlorophyll"", ""is_hidden"": false}, {""name"": ""Own Tempo"", ""is_hidden"": false}, {""name"": ""Hustle"", ""is_hidden"": false}, {""name"": ""Leaf Guard"", ""is_hidden"": true}]",images/Lilligant_Lilligant.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,"{""Lilligant"": ""images/Lilligant_Lilligant.png"", ""Other_forms_may_have_other_shapes"": ""images/Lilligant_Other_forms_may_have_other_shapes.png""}"
550,Basculin,550,Hostile PokémonMellow Pokémon,"[""Water""]",70,92,65,80,55,98,,Basculegion,"[{""name"": ""Reckless"", ""is_hidden"": false}, {""name"": ""Adaptability"", ""is_hidden"": false}, {""name"": ""Rock Head"", ""is_hidden"": false}, {""name"": ""Rattled"", ""is_hidden"": false}, {""name"": ""Mold Breaker"", ""is_hidden"": true}]",images/Basculin_Red_Striped.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Red_Striped"": ""images/Basculin_Red_Striped.png"", ""Blue_Striped"": ""images/Basculin_Blue_Striped.png"", ""White_Striped"": ""images/Basculin_White_Striped.png""}"
551,Sandile,551,Desert Croc Pokémon,"[""Ground"", ""Dark""]",50,72,35,35,35,65,,Krokorok,"[{""name"": ""Intimidate"", ""is_hidden"": false}, {""name"": ""Moxie"", ""is_hidden"": false}, {""name"": ""Anger Point"", ""is_hidden"": true}]",images/Sandile.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
552,Krokorok,552,Desert Croc Pokémon,"[""Ground"", ""Dark""]",60,82,45,45,45,74,Sandile,Krookodile,"[{""name"": ""Intimidate"", ""is_hidden"": false}, {""name"": ""Moxie"", ""is_hidden"": false}, {""name"": ""Anger Point"", ""is_hidden"": true}]",images/Krokorok.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
553,Krookodile,553,Intimidation Pokémon,"[""Ground"", ""Dark""]",95,117,70,65,70,92,Krokorok,,"[{""name"": ""Intimidate"", ""is_hidden"": false}, {""name"": ""Moxie"", ""is_hidden"": false}, {""name"": ""Anger Point"", ""is_hidden"": true}]",images/Krookodile.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
554,Darumaka,554,Zen Charm Pokémon,"[""Fire"", ""Ice""]",70,90,45,15,45,50,,Darmanitan,"[{""name"": ""Hustle"", ""is_hidden"": false}, {""name"": ""Inner Focus"", ""is_hidden"": true}]",images/Darumaka.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
555,Darmanitan,555,Blazing PokémonZen Charm Pokémon,"[""Fire"", ""Ice""]",105,140,55,30,55,95,Darumaka,Darumaka (Galarian),"[{""name"": ""Sheer Force"", ""is_hidden"": false}, {""name"": ""Gorilla Tactics"", ""is_hidden"": false}, {""name"": ""Zen Mode"", ""is_hidden"": true}]",images/Darmanitan.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
556,Maractus,556,Cactus Pokémon,"[""Grass""]",75,86,67,106,67,60,,,"[{""name"": ""Water Absorb"", ""is_hidden"": false}, {""name"": ""Chlorophyll"", ""is_hidden"": false}, {""name"": ""Storm Drain"", ""is_hidden"": true}]",images/Maractus.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
557,Dwebble,557,Rock Inn Pokémon,"[""Bug"", ""Rock""]",50,65,85,35,35,55,,Crustle,"[{""name"": ""Sturdy"", ""is_hidden"": false}, {""name"": ""Shell Armor"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": true}]",images/Dwebble.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
558,Crustle,558,Stone Home Pokémon,"[""Bug"", ""Rock""]",70,95,125,65,75,45,Dwebble,,"[{""name"": ""Sturdy"", ""is_hidden"": false}, {""name"": ""Shell Armor"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": true}]",images/Crustle.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
559,Scraggy,559,Shedding Pokémon,"[""Dark"", ""Fighting""]",50,75,70,35,70,48,,Scrafty,"[{""name"": ""Shed Skin"", ""is_hidden"": false}, {""name"": ""Moxie"", ""is_hidden"": false}, {""name"": ""Intimidate"", ""is_hidden"": true}]",images/Scraggy.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
560,Scrafty,560,Hoodlum Pokémon,"[""Dark"", ""Fighting""]",65,90,115,45,115,58,Scraggy,,"[{""name"": ""Shed Skin"", ""is_hidden"": false}, {""name"": ""Moxie"", ""is_hidden"": false}, {""name"": ""Intimidate"", ""is_hidden"": true}]",images/Scrafty_Scrafty.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Scrafty"": ""images/Scrafty_Scrafty.png"", ""Mega_Scrafty"": ""images/Scrafty_Mega_Scrafty.png""}"
561,Sigilyph,561,Avianoid Pokémon,"[""Psychic"", ""Flying""]",72,58,80,103,80,97,,,"[{""name"": ""Wonder Skin"", ""is_hidden"": false}, {""name"": ""Magic Guard"", ""is_hidden"": false}, {""name"": ""Tinted Lens"", ""is_hidden"": true}]",images/Sigilyph.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
562,Yamask,562,Spirit Pokémon,"[""Ghost"", ""Ground""]",38,30,85,55,65,30,,Cofagrigus,"[{""name"": ""Mummy"", ""is_hidden"": false}, {""name"": ""Wandering Spirit"", ""is_hidden"": false}]",images/Yamask.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
563,Cofagrigus,563,Coffin Pokémon,"[""Ghost""]",58,50,145,95,105,30,Yamask,,[],images/Cofagrigus.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
564,Tirtouga,564,Prototurtle Pokémon,"[""Water"", ""Rock""]",54,78,103,53,45,22,,Carracosta,"[{""name"": ""Solid Rock"", ""is_hidden"": false}, {""name"": ""Sturdy"", ""is_hidden"": false}, {""name"": ""Swift Swim"", ""is_hidden"": true}]",images/Tirtouga.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
565,Carracosta,565,Prototurtle Pokémon,"[""Water"", ""Rock""]",74,108,133,83,65,32,Tirtouga,,"[{""name"": ""Solid Rock"", ""is_hidden"": false}, {""name"": ""Sturdy"", ""is_hidden"": false}, {""name"": ""Swift Swim"", ""is_hidden"": true}]",images/Carracosta.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
566,Archen,566,First Bird Pokémon,"[""Rock"", ""Flying""]",55,112,45,74,45,70,,Archeops,[],images/Archen.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
567,Archeops,567,First Bird Pokémon,"[""Rock"", ""Flying""]",75,140,65,112,65,110,Archen,,[],images/Archeops.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
568,Trubbish,568,Trash Bag Pokémon,"[""Poison""]",50,50,62,40,62,65,,Garbodor,"[{""name"": ""Stench"", ""is_hidden"": false}, {""name"": ""Sticky Hold"", ""is_hidden"": false}, {""name"": ""Aftermath"", ""is_hidden"": true}]",images/Trubbish.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
569,Garbodor,569,Trash Heap Pokémon,"[""Poison""]",80,95,82,60,82,75,Trubbish,,"[{""name"": ""Stench"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": false}, {""name"": ""Aftermath"", ""is_hidden"": true}]",images/Garbodor.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
570,Zorua,570,Tricky Fox PokémonSpiteful Fox Pokémon,"[""Dark"", ""Normal""]",40,65,40,80,40,65,,Zoroark,[],images/Zorua.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
571,Zoroark,571,Illusion Fox PokémonBaneful Fox Pokémon,"[""Dark"", ""Normal""]",60,105,60,120,60,105,Zorua,Zorua (Hisuian),[],images/Zoroark.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
572,Minccino,572,Chinchilla Pokémon,"[""Normal""]",55,50,40,40,40,75,,Cinccino,"[{""name"": ""Cute Charm"", ""is_hidden"": false}, {""name"": ""Technician"", ""is_hidden"": false}, {""name"": ""Skill Link"", ""is_hidden"": true}]",images/Minccino.png,"{""male"": 25.0, ""female"": 75.0}",2026-02-28 03:16:50,
573,Cinccino,573,Scarf Pokémon,"[""Normal""]",75,95,60,65,60,115,Minccino,,"[{""name"": ""Cute Charm"", ""is_hidden"": false}, {""name"": ""Technician"", ""is_hidden"": false}, {""name"": ""Skill Link"", ""is_hidden"": true}]",images/Cinccino.png,"{""male"": 25.0, ""female"": 75.0}",2026-02-28 03:16:50,
574,Gothita,574,Fixation Pokémon,"[""Psychic""]",45,30,50,55,65,45,,Gothorita,"[{""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Competitive"", ""is_hidden"": false}, {""name"": ""Gen VI+"", ""is_hidden"": false}, {""name"": ""Shadow Tag"", ""is_hidden"": true}]",images/Gothita.png,"{""male"": 25.0, ""female"": 75.0}",2026-02-28 03:16:50,
575,Gothorita,575,Manipulate Pokémon,"[""Psychic""]",60,45,70,75,85,55,Gothita,Gothitelle,"[{""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Competitive"", ""is_hidden"": false}, {""name"": ""Gen VI+"", ""is_hidden"": false}, {""name"": ""Shadow Tag"", ""is_hidden"": true}]",images/Gothorita.png,"{""male"": 25.0, ""female"": 75.0}",2026-02-28 03:16:50,
576,Gothitelle,576,Astral Body Pokémon,"[""Psychic""]",70,55,95,95,110,65,Gothorita,,"[{""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Competitive"", ""is_hidden"": false}, {""name"": ""Gen VI+"", ""is_hidden"": false}, {""name"": ""Shadow Tag"", ""is_hidden"": true}]",images/Gothitelle.png,"{""male"": 25.0, ""female"": 75.0}",2026-02-28 03:16:50,
577,Solosis,577,Cell Pokémon,"[""Psychic""]",45,30,40,105,50,20,,Duosion,"[{""name"": ""Overcoat"", ""is_hidden"": false}, {""name"": ""Magic Guard"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": true}]",images/Solosis.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
578,Duosion,578,Mitosis Pokémon,"[""Psychic""]",65,40,50,125,60,30,Solosis,Reuniclus,"[{""name"": ""Overcoat"", ""is_hidden"": false}, {""name"": ""Magic Guard"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": true}]",images/Duosion.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
579,Reuniclus,579,Multiplying Pokémon,"[""Psychic""]",110,65,75,125,85,30,Duosion,,"[{""name"": ""Overcoat"", ""is_hidden"": false}, {""name"": ""Magic Guard"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": true}]",images/Reuniclus.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
580,Ducklett,580,Water Bird Pokémon,"[""Water"", ""Flying""]",62,44,50,44,50,55,,Swanna,"[{""name"": ""Keen Eye"", ""is_hidden"": false}, {""name"": ""Big Pecks"", ""is_hidden"": false}, {""name"": ""Hydration"", ""is_hidden"": true}]",images/Ducklett.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
581,Swanna,581,White Bird Pokémon,"[""Water"", ""Flying""]",75,87,63,87,63,98,Ducklett,,"[{""name"": ""Keen Eye"", ""is_hidden"": false}, {""name"": ""Big Pecks"", ""is_hidden"": false}, {""name"": ""Hydration"", ""is_hidden"": true}]",images/Swanna.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
582,Vanillite,582,Fresh Snow Pokémon,"[""Ice""]",36,50,50,65,60,44,,Vanillish,"[{""name"": ""Ice Body"", ""is_hidden"": false}, {""name"": ""Snow Cloak"", ""is_hidden"": false}, {""name"": ""Gen VII+"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": true}]",images/Vanillite.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
583,Vanillish,583,Icy Snow Pokémon,"[""Ice""]",51,65,65,80,75,59,Vanillite,Vanilluxe,"[{""name"": ""Ice Body"", ""is_hidden"": false}, {""name"": ""Snow Cloak"", ""is_hidden"": false}, {""name"": ""Gen VII+"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": true}]",images/Vanillish.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
584,Vanilluxe,584,Snowstorm Pokémon,"[""Ice""]",71,95,85,110,95,79,Vanillish,,"[{""name"": ""Ice Body"", ""is_hidden"": false}, {""name"": ""Snow Warning"", ""is_hidden"": false}, {""name"": ""Gen VII+"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": true}]",images/Vanilluxe.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
585,Deerling,585,Season Pokémon,"[""Normal"", ""Grass""]",60,60,50,40,50,75,,Sawsbuck (Spring),"[{""name"": ""Chlorophyll"", ""is_hidden"": false}, {""name"": ""Sap Sipper"", ""is_hidden"": false}, {""name"": ""Serene Grace"", ""is_hidden"": true}]",images/Deerling_Spring.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Spring"": ""images/Deerling_Spring.png"", ""Summer"": ""images/Deerling_Summer.png"", ""Autumn"": ""images/Deerling_Autumn.png"", ""Winter"": ""images/Deerling_Winter.png""}"
586,Sawsbuck,586,Season Pokémon,"[""Normal"", ""Grass""]",80,100,70,60,70,95,Deerling (Spring),Deerling (Summer),"[{""name"": ""Chlorophyll"", ""is_hidden"": false}, {""name"": ""Sap Sipper"", ""is_hidden"": false}, {""name"": ""Serene Grace"", ""is_hidden"": true}]",images/Sawsbuck_Spring.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Spring"": ""images/Sawsbuck_Spring.png"", ""Summer"": ""images/Sawsbuck_Summer.png"", ""Autumn"": ""images/Sawsbuck_Autumn.png"", ""Winter"": ""images/Sawsbuck_Winter.png""}"
587,Emolga,587,Sky Squirrel Pokémon,"[""Electric"", ""Flying""]",55,75,60,75,60,103,,,"[{""name"": ""Static"", ""is_hidden"": false}, {""name"": ""Motor Drive"", ""is_hidden"": true}]",images/Emolga.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
588,Karrablast,588,Clamping Pokémon,"[""Bug""]",50,75,45,40,45,60,,Escavalier,"[{""name"": ""Swarm"", ""is_hidden"": false}, {""name"": ""Shed Skin"", ""is_hidden"": false}, {""name"": ""No Guard"", ""is_hidden"": true}]",images/Karrablast.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
589,Escavalier,589,Cavalry Pokémon,"[""Bug"", ""Steel""]",70,135,105,60,105,20,Karrablast,,"[{""name"": ""Swarm"", ""is_hidden"": false}, {""name"": ""Shell Armor"", ""is_hidden"": false}, {""name"": ""Overcoat"", ""is_hidden"": true}]",images/Escavalier.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
590,Foongus,590,Mushroom Pokémon,"[""Grass"", ""Poison""]",69,55,45,55,55,15,,Amoonguss,"[{""name"": ""Effect Spore"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": true}]",images/Foongus.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
591,Amoonguss,591,Mushroom Pokémon,"[""Grass"", ""Poison""]",114,85,70,85,80,30,Foongus,,"[{""name"": ""Effect Spore"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": true}]",images/Amoonguss.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
592,Frillish,592,Floating Pokémon,"[""Water"", ""Ghost""]",55,40,50,65,85,40,,Jellicent,"[{""name"": ""Water Absorb"", ""is_hidden"": false}, {""name"": ""Cursed Body"", ""is_hidden"": false}, {""name"": ""Damp"", ""is_hidden"": true}]",images/Frillish.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
593,Jellicent,593,Floating Pokémon,"[""Water"", ""Ghost""]",100,60,70,85,105,60,Frillish,Frillish,"[{""name"": ""Water Absorb"", ""is_hidden"": false}, {""name"": ""Cursed Body"", ""is_hidden"": false}, {""name"": ""Damp"", ""is_hidden"": true}]",images/Jellicent.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
594,Alomomola,594,Caring Pokémon,"[""Water""]",165,75,80,40,45,65,,,"[{""name"": ""Healer"", ""is_hidden"": false}, {""name"": ""Hydration"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": true}]",images/Alomomola.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
595,Joltik,595,Attaching Pokémon,"[""Bug"", ""Electric""]",50,47,50,57,50,65,,Galvantula,"[{""name"": ""Compound Eyes"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": false}, {""name"": ""Swarm"", ""is_hidden"": true}]",images/Joltik.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
596,Galvantula,596,EleSpider Pokémon,"[""Bug"", ""Electric""]",70,77,60,97,60,108,Joltik,,"[{""name"": ""Compound Eyes"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": false}, {""name"": ""Swarm"", ""is_hidden"": true}]",images/Galvantula.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
597,Ferroseed,597,Thorn Seed Pokémon,"[""Grass"", ""Steel""]",44,50,91,24,86,10,,Ferrothorn,[],images/Ferroseed.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
598,Ferrothorn,598,Thorn Pod Pokémon,"[""Grass"", ""Steel""]",74,94,131,54,116,20,Ferroseed,,"[{""name"": ""Iron Barbs"", ""is_hidden"": false}, {""name"": ""Anticipation"", ""is_hidden"": true}]",images/Ferrothorn.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
599,Klink,599,Gear Pokémon,"[""Steel""]",40,55,70,45,60,30,,Klang,"[{""name"": ""Plus"", ""is_hidden"": false}, {""name"": ""Minus"", ""is_hidden"": false}, {""name"": ""Clear Body"", ""is_hidden"": true}]",images/Klink.png,,2026-02-28 03:16:50,
600,Klang,600,Gear Pokémon,"[""Steel""]",60,80,95,70,85,50,Klink,Klinklang,"[{""name"": ""Plus"", ""is_hidden"": false}, {""name"": ""Minus"", ""is_hidden"": false}, {""name"": ""Clear Body"", ""is_hidden"": true}]",images/Klang.png,,2026-02-28 03:16:50,
601,Klinklang,601,Gear Pokémon,"[""Steel""]",60,100,115,70,85,90,Klang,,"[{""name"": ""Plus"", ""is_hidden"": false}, {""name"": ""Minus"", ""is_hidden"": false}, {""name"": ""Clear Body"", ""is_hidden"": true}]",images/Klinklang.png,,2026-02-28 03:16:50,
602,Tynamo,602,EleFish Pokémon,"[""Electric""]",35,55,40,45,40,60,,Eelektrik,[],images/Tynamo.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
603,Eelektrik,603,EleFish Pokémon,"[""Electric""]",65,85,70,75,70,40,Tynamo,Eelektross,[],images/Eelektrik.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
604,Eelektross,604,EleFish Pokémon,"[""Electric""]",85,115,80,105,80,50,Eelektrik,,[],images/Eelektross_Eelektross.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Eelektross"": ""images/Eelektross_Eelektross.png"", ""Mega_Eelektross"": ""images/Eelektross_Mega_Eelektross.png""}"
605,Elgyem,605,Cerebral Pokémon,"[""Psychic""]",55,55,55,85,55,30,,Beheeyem,"[{""name"": ""Telepathy"", ""is_hidden"": false}, {""name"": ""Synchronize"", ""is_hidden"": false}, {""name"": ""Analytic"", ""is_hidden"": true}]",images/Elgyem.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
606,Beheeyem,606,Cerebral Pokémon,"[""Psychic""]",75,75,75,125,95,40,Elgyem,,"[{""name"": ""Telepathy"", ""is_hidden"": false}, {""name"": ""Synchronize"", ""is_hidden"": false}, {""name"": ""Analytic"", ""is_hidden"": true}]",images/Beheeyem.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
607,Litwick,607,Candle Pokémon,"[""Ghost"", ""Fire""]",50,30,55,65,55,20,,Lampent,"[{""name"": ""Flash Fire"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": false}, {""name"": ""Infiltrator"", ""is_hidden"": true}, {""name"": ""Shadow Tag"", ""is_hidden"": true}]",images/Litwick.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
608,Lampent,608,Lamp Pokémon,"[""Ghost"", ""Fire""]",60,40,60,95,60,55,Litwick,Chandelure,"[{""name"": ""Flash Fire"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": false}, {""name"": ""Infiltrator"", ""is_hidden"": true}, {""name"": ""Shadow Tag"", ""is_hidden"": true}]",images/Lampent.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
609,Chandelure,609,Luring Pokémon,"[""Ghost"", ""Fire""]",60,55,90,145,90,80,Lampent,,"[{""name"": ""Flash Fire"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": false}, {""name"": ""Infiltrator"", ""is_hidden"": true}, {""name"": ""Shadow Tag"", ""is_hidden"": true}]",images/Chandelure_Chandelure.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Chandelure"": ""images/Chandelure_Chandelure.png"", ""Mega_Chandelure"": ""images/Chandelure_Mega_Chandelure.png""}"
610,Axew,610,Tusk Pokémon,"[""Dragon""]",46,87,60,30,40,57,,Fraxure,"[{""name"": ""Rivalry"", ""is_hidden"": false}, {""name"": ""Mold Breaker"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}]",images/Axew.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
611,Fraxure,611,Axe Jaw Pokémon,"[""Dragon""]",66,117,70,40,50,67,Axew,Haxorus,"[{""name"": ""Rivalry"", ""is_hidden"": false}, {""name"": ""Mold Breaker"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}]",images/Fraxure.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
612,Haxorus,612,Axe Jaw Pokémon,"[""Dragon""]",76,147,90,60,70,97,Fraxure,,"[{""name"": ""Rivalry"", ""is_hidden"": false}, {""name"": ""Mold Breaker"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}]",images/Haxorus.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
613,Cubchoo,613,Chill Pokémon,"[""Ice""]",55,70,40,60,40,40,,Beartic,"[{""name"": ""Snow Cloak"", ""is_hidden"": false}, {""name"": ""Slush Rush"", ""is_hidden"": false}, {""name"": ""Gen VII+"", ""is_hidden"": false}, {""name"": ""Rattled"", ""is_hidden"": true}]",images/Cubchoo.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
614,Beartic,614,Freezing Pokémon,"[""Ice""]",95,110,80,70,80,50,Cubchoo,,"[{""name"": ""Snow Cloak"", ""is_hidden"": false}, {""name"": ""Slush Rush"", ""is_hidden"": false}, {""name"": ""Gen VII+"", ""is_hidden"": false}, {""name"": ""Swift Swim"", ""is_hidden"": true}]",images/Beartic.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
615,Cryogonal,615,Crystallizing Pokémon,"[""Ice""]",70,50,30,95,135,105,,,[],images/Cryogonal.png,,2026-02-28 03:16:50,
616,Shelmet,616,Snail Pokémon,"[""Bug""]",50,40,85,40,65,25,,Accelgor,"[{""name"": ""Hydration"", ""is_hidden"": false}, {""name"": ""Shell Armor"", ""is_hidden"": false}, {""name"": ""Overcoat"", ""is_hidden"": true}]",images/Shelmet.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
617,Accelgor,617,Shell Out Pokémon,"[""Bug""]",80,70,40,100,60,145,Shelmet,,"[{""name"": ""Hydration"", ""is_hidden"": false}, {""name"": ""Sticky Hold"", ""is_hidden"": false}, {""name"": ""Unburden"", ""is_hidden"": true}]",images/Accelgor.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
618,Stunfisk,618,Trap Pokémon,"[""Ground"", ""Electric""]",109,66,84,81,99,32,,,"[{""name"": ""Static"", ""is_hidden"": false}, {""name"": ""Limber"", ""is_hidden"": false}, {""name"": ""Mimicry"", ""is_hidden"": false}, {""name"": ""Sand Veil"", ""is_hidden"": true}]",images/Stunfisk.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
619,Mienfoo,619,Martial Arts Pokémon,"[""Fighting""]",45,85,50,55,50,65,,Mienshao,"[{""name"": ""Inner Focus"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": false}, {""name"": ""Reckless"", ""is_hidden"": true}]",images/Mienfoo.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
620,Mienshao,620,Martial Arts Pokémon,"[""Fighting""]",65,125,60,95,60,105,Mienfoo,,"[{""name"": ""Inner Focus"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": false}, {""name"": ""Reckless"", ""is_hidden"": true}]",images/Mienshao.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
621,Druddigon,621,Cave Pokémon,"[""Dragon""]",77,120,90,60,90,48,,,"[{""name"": ""Rough Skin"", ""is_hidden"": false}, {""name"": ""Sheer Force"", ""is_hidden"": false}, {""name"": ""Mold Breaker"", ""is_hidden"": true}]",images/Druddigon.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
622,Golett,622,Automaton Pokémon,"[""Ground"", ""Ghost""]",59,74,50,35,50,35,,Golurk,"[{""name"": ""Iron Fist"", ""is_hidden"": false}, {""name"": ""Klutz"", ""is_hidden"": false}, {""name"": ""No Guard"", ""is_hidden"": true}]",images/Golett.png,,2026-02-28 03:16:50,
